 1  64.69  0.42  1  0 12.55
 0  78.06  1.37  1  0  2.64
 1  87.33  1.11  0  1  0.96
 1  62.54  1.06  1  1  0.59
 0  67.44  1.24  0  0  6.07
 0  73.90  0.86  1  1  0.70
 1  64.69  1.16  1  0  0.51
 1  90.98  0.57  0  0 10.72
 0  82.58  0.40  0  1  0.90
 1  77.47  0.61  0  0  2.00
 1  74.25  0.23  1  0  0.36
 1  87.33  0.46  1  1  0.88
 0  74.25  1.34  1  0  5.82
 1  82.53  0.96  0  1  0.51
 1  86.10  0.86  0  0  0.61
 0  99.70  0.73  1  0  0.56
 1  69.02  1.00  1  1  0.81
 0  77.42  0.40  0  1  5.85
 0  82.58  1.17  1  1  0.73
 1  72.67  1.11  0  0  8.57
 1  62.54  0.51  1  1  0.45
 1  90.98  1.00  0  1  0.96
 0  64.69  0.42  0  1  1.46
 0  61.05  0.62  0  0  2.47
 1  61.05  0.62  1  1  1.06
 0  70.67  0.27  0  1  0.88
 1  70.67  1.30  1  1  1.35
 1  77.47  0.96  0  1  1.09
 1  97.46  0.51  1  0  1.63
 1  92.95  0.86  0  1  1.21
 1  72.67  0.46  1  1  1.01
 1  69.02  0.57  1  1  6.23
 1  78.06  1.37  0  0  4.82
 1  82.58  1.17  0  1  1.36
 0  89.33  0.27  0  1  1.39
 1  92.56  1.24  0  1 10.70
 0  92.95  0.71  1  0  0.44
 0  81.94  1.37  1  1  0.78
 0  77.47  0.96  1  0  2.39
 1  73.90  0.86  0  0  0.81
 0  95.31  1.16  1  0  6.84
 0  82.53  0.61  1  0  1.86
 1  67.44  1.24  1  0  1.25
 1  85.75  1.34  0  0  0.53
 1  89.33  1.30  0  1  3.82
 0  98.95  0.95  1  0  0.61
 1  98.95  0.95  0  1  0.98
 0  70.67  1.30  0  0  0.61
 0  86.10  0.86  1  1  9.10
 0  87.33  0.46  0  1  0.78
 0  73.90  0.71  1  1  2.58
 1  74.25  1.34  0  0  0.41
 1  81.94  1.37  0  0  0.87
 0  64.69  1.16  0  0  0.70
 0  92.95  0.86  1  1  1.00
 1  61.05  0.95  1  1  0.43
 1  82.53  0.61  0  0  0.45
 0  86.10  0.71  1  1  0.48
 0  92.56  1.24  1  0  0.49
 1  82.58  0.40  1  1  0.91
 1  67.05  0.86  1  1  4.94
 1  99.70  0.73  0  0  2.55
 1  98.95  0.62  0  1  4.58
 0  95.31  0.42  0  1  2.59
 1  64.69  0.42  1  1  2.67
 0  62.54  0.51  0  0  4.12
 1  89.33  0.27  1  1  3.98
 0  90.98  1.00  1  0  1.62
 0  72.67  0.46  0  1  0.64
 1  99.70  0.84  0  0  0.43
 0  97.46  0.51  0  0  0.28
 1  81.94  0.21  1  1  0.74
 0  81.94  0.21  0  0  1.53
 0  78.06  1.37  1  1  0.88
 1  90.98  1.00  0  0  0.70
 0  92.95  0.86  1  0  0.29
 0  62.54  1.06  0  1  0.38
 1  67.05  0.86  1  0  0.59
 1  70.67  0.27  1  1  0.73
 0  82.53  0.61  1  0  0.64
 0  92.56  1.24  1  0  0.50
 1  77.47  0.61  0  1  0.43
 0  77.42  1.17  1  0  0.74
 0  90.98  0.57  1  1  0.60
 1  98.95  0.95  0  0  3.79
 1  82.58  0.40  1  1  0.33
 0  77.42  0.40  0  0  0.71
 0  69.02  1.00  0  1  5.29
 0  73.90  0.86  1  0  0.24
 1  89.33  1.30  0  0  5.84
 0  81.94  0.21  0  1  0.14
 0  60.30  0.84  0  0  1.01
 1  81.94  0.21  1  1  0.28
 0  87.33  0.46  0  0  1.18
 0  92.95  0.71  1  1  3.72
 0  77.47  0.96  1  1  0.29
 1  85.75  1.34  0  1  6.04
 1  97.46  0.51  1  0  0.76
 1  98.95  0.62  0  0  0.92
 1  86.10  0.86  0  1  1.23
 1  72.67  1.11  0  1  0.50
 1  90.98  0.57  0  0  1.09
 0  74.25  1.34  1  1  1.47
 1  89.33  0.27  1  1  0.70
 0  67.05  0.71  0  1  0.86
 0  74.25  0.23  0  0  0.91
 1  73.90  0.71  0  1  1.60
 1  72.67  0.46  1  0  3.68
 0  72.67  0.46  0  0  0.68
 1  60.30  0.73  1  1  0.94
 0  77.47  0.61  1  0  3.71
 1  61.05  0.62  1  1  1.48
 1  77.42  1.17  0  0  0.53
 1  64.69  1.16  1  1  0.49
 1  74.25  0.23  1  1  0.43
 0  78.06  0.21  0  0  1.68
 1  92.56  0.33  1  1  5.24
 1  73.90  0.86  0  0  0.31
 0  98.95  0.62  1  1  0.44
 1  60.30  0.84  1  1  0.11
 1  86.10  0.71  0  0  0.81
 1  87.33  0.46  1  0  5.28
 1  77.47  0.96  0  1  1.16
 1  67.44  0.33  1  1  0.80
 0  98.95  0.95  1  1  0.57
 0  92.56  0.33  0  0  0.44
 1  69.02  0.57  1  0  6.87
 1  92.95  0.86  0  0  0.18
 1  62.54  1.06  1  0  1.65
 0  62.54  0.51  0  1  3.23
 1  61.05  0.95  1  0  0.39
 0  86.10  0.71  1  0  0.38
 0  97.46  0.51  0  1  0.32
 1  99.70  0.84  0  1  0.28
 0  60.30  0.73  0  1  0.79
 0  95.31  1.16  1  0  0.81
 1  69.02  1.00  1  0  0.39
 0  90.98  1.00  1  1  2.71
 0  85.75  1.34  1  1  0.35
 1  82.53  0.61  0  0  0.34
 0  99.70  0.73  1  1  2.99
 0  82.53  0.96  1  1  0.40
 0  73.90  0.71  1  0  1.49
 0  82.58  1.17  1  0  4.83
 0  89.33  1.30  1  0  0.03
 1  82.58  1.17  0  1  0.27
 0  64.69  0.42  0  0  0.37
 0  67.44  1.24  0  1  6.52
 0  81.94  1.37  1  0  1.14
 0  99.70  0.84  1  0  0.45
 1  99.70  0.73  0  1  0.91
 1  67.44  1.24  1  1  0.51
 1  78.06  1.37  0  1  3.98
 0  82.58  0.40  0  0  0.44
 0  61.05  0.62  0  1  1.25
 0  95.31  0.42  0  1  0.23
 1  92.95  0.71  0  1  0.81
 1  74.25  1.34  0  1  5.01
 0  86.10  0.86  1  0  0.38
 0  89.33  0.27  0  0  0.40
 1  87.33  1.11  0  1  0.69
 1  81.94  1.37  0  1  0.82
 0  70.67  0.27  0  0  1.19
 1  85.75  0.23  1  1  2.51
 1  62.54  0.51  1  1  1.51
 1  95.31  0.42  1  1  6.91
 0  61.05  0.95  0  0  4.86
 1  77.42  0.40  1  0  5.86
 1  92.56  1.24  0  1  2.09
 0  97.46  1.06  1  0  4.83
 0  72.67  1.11  1  0  4.30
 0  70.67  1.30  0  1  0.30
 1  82.53  0.96  0  1  0.09
 0  69.02  0.57  0  0  0.34
 1  64.69  0.42  1  1  0.24
 1  78.06  0.21  1  1  0.07
 0  67.05  0.86  0  0  0.18
 0  87.33  1.11  1  1  2.24
 1  67.05  0.71  1  0  0.10
 1  95.31  1.16  0  1  0.92
 0  67.44  0.33  0  0  0.30
 1  97.46  1.06  0  0  0.52
 0  64.69  1.16  0  1  0.40
 0  85.75  0.23  0  0  0.30
 1  70.67  1.30  1  1  0.44
 0  92.56  0.33  0  1  0.88
 1  73.90  0.86  0  0  6.11
 1  70.67  0.27  1  1  1.29
 0  95.31  1.16  1  1  0.48
 1  92.95  0.71  0  1  0.31
 0  67.05  0.71  0  0  0.35
 0  81.94  1.37  1  1  0.37
 1  67.05  0.86  1  0  2.76
 0  92.56  1.24  1  1  0.49
 1  86.10  0.86  0  0  0.58
 0  72.67  1.11  1  1  0.57
 1  77.42  1.17  0  0  6.85
 0  90.98  0.57  1  1  0.78
 0  77.42  1.17  1  1  2.53
 1  95.31  0.42  1  0  0.37
 0  62.54  1.06  0  0  0.29
 0  67.44  0.33  0  1  1.76
 0  70.67  0.27  0  0  1.46
 1  87.33  0.46  1  0  0.37
 0  82.58  0.40  0  1  2.65
 0  82.58  1.17  1  0  1.28
 0  89.33  1.30  1  1  0.41
 1  81.94  1.37  0  0  0.28
 0  73.90  0.86  1  1  0.25
 0  98.95  0.62  1  0  0.30
 1  61.05  0.95  1  1  4.17
 1  99.70  0.84  0  0  0.54
 1  73.90  0.71  0  1  1.54
 1  85.75  1.34  0  0  0.56
 0  97.46  1.06  1  0  0.46
 1  97.46  1.06  0  1  0.29
 0  87.33  1.11  1  1  0.39
 0  86.10  0.86  1  0  0.16
 0  85.75  1.34  1  0  0.17
 1  62.54  1.06  1  0  1.91
 0  92.95  0.71  1  1  5.33
 0  85.75  0.23  0  1  4.98
 1  86.10  0.71  0  1  3.63
 0  74.25  1.34  1  0  0.55
 0  64.69  1.16  0  0  0.75
 0  77.47  0.96  1  1  4.25
 1  98.95  0.62  0  0  0.54
 1  69.02  1.00  1  1  5.42
 1  60.30  0.84  1  0  0.09
 1  92.56  1.24  0  1  2.67
 1  87.33  1.11  0  0  4.02
 0  78.06  0.21  0  1  0.40
 1  82.53  0.96  0  0  0.30
 1  82.58  0.40  1  1  0.39
 0  82.53  0.61  1  1  0.39
 1  82.53  0.61  0  0  0.73
 0  90.98  1.00  1  1  0.33
 0  92.95  0.86  1  0  0.40
 0  86.10  0.71  1  0  0.26
 1  62.54  0.51  1  1  2.74
 1  89.33  1.30  0  1  0.32
 1  74.25  0.23  1  0  0.09
 1  67.44  1.24  1  0  0.35
 0  60.30  0.84  0  0  0.37
 1  90.98  0.57  0  1  0.48
 1  97.46  0.51  1  1  0.29
 0  67.05  0.86  0  1  0.27
 0  69.02  1.00  0  0  0.50
 0  78.06  1.37  1  0  0.50
 1  64.69  0.42  1  1  0.38
 0  69.02  0.57  0  1  3.25
 0  87.33  0.46  0  1  2.62
 0  99.70  0.73  1  0  3.04
 1  60.30  0.73  1  1  0.49
 1  78.06  1.37  0  0  0.78
 0  82.53  0.96  1  0  3.65
 0  95.31  0.42  0  1  0.33
 1  78.06  0.21  1  1  0.26
 1  64.69  1.16  1  0  0.37
 1  82.58  1.17  0  0  6.52
 0  97.46  0.51  0  0  5.32
 1  95.31  1.16  0  1  0.30
 1  90.98  1.00  0  1  0.32
 0  70.67  1.30  0  1  0.32
 0  98.95  0.95  1  0  0.40
 1  92.56  0.33  1  0  4.71
 0  64.69  0.42  0  0  2.60
 1  67.05  0.71  1  1  1.40
 1  67.44  0.33  1  1  0.32
 1  77.47  0.96  0  0  1.16
 0  61.05  0.62  0  1  2.60
 1  61.05  0.62  1  1  2.03
 0  81.94  0.21  0  0  0.23
 0  89.33  0.27  0  1  0.30
 0  99.70  0.84  1  1  0.24
 1  81.94  0.21  1  0  0.33
 1  69.02  0.57  1  1  0.24
 0  74.25  0.23  0  0  0.41
 0  61.05  0.95  0  1  0.06
 0  62.54  0.51  0  0  0.37
 1  77.47  0.61  0  0  0.39
 1  89.33  0.27  1  1  0.35
 1  92.95  0.86  0  1  0.92
 1  98.95  0.95  0  1  0.31
 0  73.90  0.71  1  1  1.07
 0  77.42  0.40  0  0  0.45
 1  72.67  0.46  1  0  0.34
 1  99.70  0.73  0  1  0.42
 1  85.75  0.23  1  0  0.32
 1  77.42  0.40  1  1  5.19
 1  72.67  1.11  0  0  1.96
 1  74.25  1.34  0  1  3.17
 0  72.67  0.46  0  1  0.30
 0  60.30  0.73  0  0  0.31
 1  70.67  1.30  1  1  0.24
 0  67.44  1.24  0  0  0.35
 0  77.47  0.61  1  1  0.35
