0  62.54  0.51  0  0 13.52
1  77.47  0.96  0  1  0.93
1  98.95  0.95  0  1  0.71
0  70.67  0.27  0  0  0.71
0  85.75  0.23  0  0  0.60
1  72.67  1.11  0  1  0.71
1  89.33  1.30  0  1  0.57
0  60.30  0.84  0  0  0.71
1  97.46  1.06  0  1  1.12
1  90.98  1.00  0  1  0.54
1  78.06  1.37  0  1  1.25
1  77.47  0.61  0  0  1.17
1  98.95  0.62  0  0  1.41
1  92.95  0.71  0  1  0.86
0  81.94  0.21  0  0  0.68
1  92.95  0.86  0  1  1.23
0  95.31  0.42  0  0  0.68
1  77.42  1.17  0  1  1.20
0  64.69  1.16  0  0  0.75
0  67.44  0.33  0  0  0.66
0  78.06  0.21  0  1  1.13
1  82.53  0.61  0  0  2.57
0  62.54  1.06  0  0  0.62
1  86.10  0.86  0  1  0.98
0  69.02  0.57  0  0  1.64
0  82.58  0.40  0  0  2.17
1  73.90  0.86  0  1  1.57
1  85.75  1.34  0  1  0.81
1  81.94  1.37  0  1  0.86
1  82.53  0.96  0  1  0.76
0  77.42  0.40  0  0  0.95
1  95.31  1.16  0  1  0.92
0  89.33  0.27  0  0  1.44
1  73.90  0.71  0  1  1.73
0  61.05  0.62  0  0  1.70
1  87.33  1.11  0  1  0.77
0  67.44  1.24  0  0  0.84
0  60.30  0.73  0  0  1.73
0  62.54  0.51  0  0  0.69
0  87.33  0.46  0  1  0.63
1  99.70  0.84  0  1  0.73
0  61.05  0.95  0  0  0.78
1  74.25  1.34  0  1  0.66
1  77.47  0.96  0  1  0.75
1  86.10  0.71  0  1  1.58
0  70.67  1.30  0  1  0.45
0  74.25  0.23  0  0  1.29
1  92.56  1.24  0  1  0.86
0  67.05  0.86  0  0  4.35
0  92.56  0.33  0  1  0.66
0  69.02  1.00  0  1  4.07
0  72.67  0.46  0  0  1.59
0  64.69  0.42  0  0  0.56
0  67.05  0.71  0  0  1.11
1  99.70  0.73  0  1  1.53
1  90.98  0.57  0  1  0.80
0  97.46  0.51  0  0  0.83
1  82.58  1.17  0  1  0.62
0  81.94  0.21  0  0  2.17
0  69.02  0.57  0  0  1.42
1  89.33  1.30  0  1  0.73
0  89.33  0.27  0  0  0.69
0  69.02  1.00  0  0  2.19
1  81.94  1.37  0  1  2.79
1  98.95  0.62  0  1  4.12
1  82.53  0.96  0  1  0.82
1  82.58  1.17  0  1  0.60
1  86.10  0.71  0  1  0.76
1  90.98  0.57  0  0  2.56
0  60.30  0.84  0  0  0.88
0  61.05  0.95  0  0  0.60
1  74.25  1.34  0  1  1.64
1  77.42  1.17  0  1  1.19
1  97.46  1.06  0  1  0.83
1  86.10  0.86  0  1  0.85
0  67.44  0.33  0  0  0.75
1  85.75  1.34  0  1  0.57
1  87.33  1.11  0  1  3.92
0  67.05  0.86  0  0  0.88
0  82.58  0.40  0  1  0.89
0  78.06  0.21  0  0  1.31
1  82.53  0.61  0  1  1.56
1  99.70  0.84  0  1  1.32
0  67.05  0.71  0  0  0.78
0  97.46  0.51  0  1  0.62
0  70.67  1.30  0  0  0.93
0  61.05  0.62  0  0  0.69
1  92.95  0.86  0  1  1.91
1  92.95  0.71  0  1  1.12
0  77.42  0.40  0  0  0.78
0  64.69  1.16  0  0  2.18
0  85.75  0.23  0  0  1.26
1  77.47  0.61  0  0  3.93
1  73.90  0.86  0  1  1.16
1  77.47  0.96  0  1  0.78
0  64.69  0.42  0  0  1.29
1  92.56  1.24  0  1  0.79
1  98.95  0.95  0  1  2.51
0  62.54  0.51  0  0  0.84
0  72.67  0.46  0  0  0.94
1  78.06  1.37  0  1  0.61
0  60.30  0.73  0  0  0.79
0  67.44  1.24  0  0  0.88
0  74.25  0.23  0  1  0.74
1  72.67  1.11  0  1  2.02
0  70.67  0.27  0  0  1.02
1  95.31  1.16  0  1  0.82
0  62.54  1.06  0  0  0.65
1  99.70  0.73  0  1  2.61
0  92.56  0.33  0  0  2.41
1  90.98  1.00  0  1  0.65
0  95.31  0.42  0  0  0.57
0  87.33  0.46  0  0  0.60
1  73.90  0.71  0  1  2.69
1  81.94  1.37  0  1  0.91
0  87.33  0.46  0  0  3.31
1  90.98  1.00  0  1  0.61
1  72.67  1.11  0  1  1.51
1  82.53  0.96  0  1  0.54
0  81.94  0.21  0  0  0.78
1  74.25  1.34  0  1  2.03
1  77.47  0.61  0  0  2.53
1  97.46  1.06  0  1  0.77
1  99.70  0.73  0  1  0.75
0  67.05  0.86  0  0  0.75
1  82.58  1.17  0  1  0.64
0  60.30  0.73  0  0  0.73
0  82.58  0.40  0  0  2.58
1  90.98  0.57  0  0  5.76
0  85.75  0.23  0  0  1.16
0  62.54  0.51  0  0  0.84
0  60.30  0.84  0  0  0.55
0  67.44  1.24  0  0  0.68
0  95.31  0.42  0  0  2.58
0  61.05  0.95  0  0  0.81
0  70.67  0.27  0  0  1.34
1  98.95  0.62  0  1  1.47
1  95.31  1.16  0  1  0.52
0  61.05  0.62  0  0  0.78
1  92.95  0.71  0  1  1.28
0  89.33  0.27  0  0  0.69
0  64.69  1.16  0  0  4.37
0  69.02  1.00  0  1  1.55
0  67.05  0.71  0  0  0.67
1  99.70  0.84  0  1  1.06
0  62.54  1.06  0  0  0.66
1  92.56  1.24  0  1  0.73
0  72.67  0.46  0  0  3.18
1  82.53  0.61  0  0  1.06
1  73.90  0.86  0  1  0.63
0  64.69  0.42  0  0  1.21
0  78.06  0.21  0  0  0.79
1  86.10  0.86  0  1  1.15
1  89.33  1.30  0  1  0.66
0  97.46  0.51  0  0  2.96
0  77.42  0.40  0  0  0.74
0  69.02  0.57  0  0  1.03
1  78.06  1.37  0  1  0.66
1  98.95  0.95  0  1  0.70
0  92.56  0.33  0  0  0.82
0  74.25  0.23  0  0  0.71
1  73.90  0.71  0  1  1.32
1  87.33  1.11  0  1  0.55
0  70.67  1.30  0  1  1.26
1  92.95  0.86  0  1  0.75
0  67.44  0.33  0  0  0.99
1  77.47  0.96  0  1  1.26
1  85.75  1.34  0  1  0.61
1  77.42  1.17  0  1  0.43
1  86.10  0.71  0  1  0.93
1  98.95  0.95  0  1  0.80
1  77.47  0.61  0  1  2.41
1  90.98  1.00  0  1  1.42
0  77.42  0.40  0  0  0.87
0  85.75  0.23  0  0  0.69
0  92.56  0.33  0  0  0.61
0  82.58  0.40  0  0  0.57
0  64.69  0.42  0  0  0.67
1  99.70  0.73  0  1  0.70
1  92.95  0.71  0  1  0.83
1  86.10  0.71  0  1  0.72
0  81.94  0.21  0  0  0.68
0  70.67  0.27  0  0  0.71
0  67.05  0.86  0  0  1.22
1  95.31  1.16  0  1  0.61
0  72.67  0.46  0  0  0.88
1  85.75  1.34  0  1  0.85
0  70.67  1.30  0  0  0.94
1  82.53  0.96  0  1  1.13
0  69.02  1.00  0  0  0.73
0  67.44  0.33  0  0  0.76
1  97.46  1.06  0  1  0.79
1  72.67  1.11  0  0  0.78
1  92.56  1.24  0  1  0.79
1  77.42  1.17  0  1  0.80
1  82.53  0.61  0  0  1.81
1  99.70  0.84  0  1  0.85
0  78.06  0.21  0  0  0.82
0  97.46  0.51  0  0  1.84
1  90.98  0.57  0  0  0.72
0  67.05  0.71  0  0  1.11
0  62.54  0.51  0  0  0.72
1  87.33  1.11  0  1  0.76
0  69.02  0.57  0  0  1.76
0  60.30  0.84  0  0  0.63
0  89.33  0.27  0  0  0.82
0  64.69  1.16  0  0  0.71
0  61.05  0.95  0  0  0.62
1  82.58  1.17  0  1  0.68
0  67.44  1.24  0  0  1.34
1  86.10  0.86  0  1  0.90
0  62.54  1.06  0  0  0.58
1  81.94  1.37  0  1  0.99
1  92.95  0.86  0  1  1.16
1  98.95  0.62  0  1  0.71
0  60.30  0.73  0  0  0.77
0  87.33  0.46  0  0  1.63
1  78.06  1.37  0  1  1.36
1  73.90  0.86  0  1  0.71
0  61.05  0.62  0  0  0.73
1  73.90  0.71  0  1  1.20
1  77.47  0.96  0  1  0.71
1  74.25  1.34  0  1  1.63
1  89.33  1.30  0  1  0.53
0  95.31  0.42  0  0  1.46
0  74.25  0.23  0  0  0.55
1  77.47  0.96  0  1  1.15
0  61.05  0.62  0  0  0.72
0  62.54  0.51  0  0  0.72
0  77.42  0.40  0  0  1.12
0  70.67  1.30  0  0  1.39
0  60.30  0.84  0  0  2.05
1  90.98  1.00  0  1  0.97
1  86.10  0.86  0  1  0.82
0  85.75  0.23  0  0  1.29
1  77.42  1.17  0  1  0.61
1  92.56  1.24  0  1  0.75
0  82.58  0.40  0  0  0.95
0  67.05  0.86  0  1  1.43
0  69.02  0.57  0  0  3.15
0  64.69  1.16  0  0  7.61
1  98.95  0.62  0  1  1.50
0  89.33  0.27  0  0  2.88
0  62.54  1.06  0  0  3.02
1  99.70  0.73  0  1  0.99
0  74.25  0.23  0  0  1.50
1  98.95  0.95  0  1  1.47
0  78.06  0.21  0  0 13.10
1  77.47  0.61  0  0  1.35
1  73.90  0.71  0  1  1.62
0  67.44  1.24  0  0  0.83
1  82.53  0.96  0  1  0.92
0  95.31  0.42  0  0  1.50
0  87.33  0.46  0  0  0.96
1  82.53  0.61  0  1  0.76
1  99.70  0.84  0  1  0.70
1  74.25  1.34  0  1  2.48
0  60.30  0.73  0  0  0.61
0  69.02  1.00  0  0  1.25
1  81.94  1.37  0  1  1.61
0  70.67  0.27  0  0  0.72
1  78.06  1.37  0  1  1.99
1  85.75  1.34  0  1  0.66
1  90.98  0.57  0  1  1.20
1  89.33  1.30  0  1  0.45
1  86.10  0.71  0  1  0.83
0  61.05  0.95  0  0  0.76
1  95.31  1.16  0  1  0.82
0  92.56  0.33  0  0  1.07
1  97.46  1.06  0  1  0.65
1  87.33  1.11  0  1  0.61
1  72.67  1.11  0  1  0.61
1  92.95  0.86  0  1  0.62
1  82.58  1.17  0  1  0.57
0  72.67  0.46  0  0  1.64
1  73.90  0.86  0  1  0.58
0  67.05  0.71  0  1  1.24
1  92.95  0.71  0  1  0.89
0  64.69  0.42  0  0  0.89
0  67.44  0.33  0  0  1.53
0  81.94  0.21  0  0  0.73
0  97.46  0.51  0  0  2.75
1  98.95  0.62  0  1  0.88
1  82.58  1.17  0  1  0.57
0  85.75  0.23  0  0  0.59
0  70.67  1.30  0  1  2.80
0  62.54  1.06  0  0  0.63
0  72.67  0.46  0  0  1.55
1  97.46  1.06  0  1  0.63
0  64.69  0.42  0  0  0.63
0  67.05  0.86  0  0  0.76
1  86.10  0.86  0  1  0.72
1  87.33  1.11  0  1  0.92
1  77.47  0.61  0  1  2.07
1  81.94  1.37  0  1  0.64
0  61.05  0.95  0  0  0.89
1  78.06  1.37  0  1  0.74
1  92.95  0.71  0  1  1.92
1  99.70  0.73  0  1  3.44
1  72.67  1.11  0  1  1.17
0  61.05  0.62  0  0  0.63
1  82.53  0.96  0  1  0.54
1  73.90  0.86  0  1  0.73
0  60.30  0.84  0  0  0.62
0  95.31  0.42  0  0  2.23
0  67.05  0.71  0  0  1.45
1  90.98  0.57  0  1  0.61
1  73.90  0.71  0  1  1.02
0  69.02  0.57  0  0  0.79
1  99.70  0.84  0  1  0.71
1  77.42  1.17  0  1  1.49
0  87.33  0.46  0  0  1.38
0  92.56  0.33  0  0  0.54
1  77.47  0.96  0  1  0.95
0  67.44  1.24  0  0  0.74
1  74.25  1.34  0  1  3.22
1  98.95  0.95  0  1  0.63
0  62.54  0.51  0  0  0.84
1  92.95  0.86  0  1  0.65
1  95.31  1.16  0  1  1.70
1  92.56  1.24  0  1  0.76
0  64.69  1.16  0  0  0.94
1  86.10  0.71  0  1  1.45
1  85.75  1.34  0  1  3.11
0  77.42  0.40  0  0  0.60
0  78.06  0.21  0  0  0.62
1  82.53  0.61  0  1  3.07
0  81.94  0.21  0  0  1.73
0  97.46  0.51  0  1  0.92
0  74.25  0.23  0  0  0.78
0  69.02  1.00  0  0  0.64
1  90.98  1.00  0  1  0.62
1  89.33  1.30  0  1  0.66
0  82.58  0.40  0  0  1.24
0  70.67  0.27  0  0  0.65
0  67.44  0.33  0  0  0.74
0  89.33  0.27  0  0  0.61
0  60.30  0.73  0  0  0.76
1  85.75  1.34  0  1  0.76
1  97.46  1.06  0  1  0.49
0  85.75  0.23  0  0  0.87
1  99.70  0.73  0  1  0.99
0  64.69  0.42  0  0  0.75
1  92.56  1.24  0  1  0.58
1  87.33  1.11  0  1  0.77
1  81.94  1.37  0  1  0.57
1  86.10  0.86  0  1  0.80
1  89.33  1.30  0  1  0.53
1  82.53  0.96  0  1  2.35
0  67.44  0.33  0  0  0.64
0  69.02  0.57  0  0  0.53
1  90.98  1.00  0  1  0.61
1  77.42  1.17  0  1  0.62
1  77.47  0.61  0  1  1.07
0  72.67  0.46  0  0  1.53
0  64.69  1.16  0  0  0.68
0  81.94  0.21  0  1  0.73
1  99.70  0.84  0  1  0.68
0  95.31  0.42  0  0  0.64
1  98.95  0.95  0  1  0.65
0  78.06  0.21  0  0  0.60
1  78.06  1.37  0  1  1.20
1  95.31  1.16  0  1  1.21
0  97.46  0.51  0  0  1.06
0  77.42  0.40  0  0  0.64
0  67.05  0.71  0  0  0.91
1  86.10  0.71  0  1  1.30
1  92.95  0.86  0  1  0.53
0  60.30  0.73  0  0  0.62
1  77.47  0.96  0  1  1.54
0  61.05  0.62  0  0  0.65
0  82.58  0.40  0  0  1.18
0  70.67  0.27  0  0  0.66
0  60.30  0.84  0  0  0.65
1  98.95  0.62  0  0  2.67
0  67.05  0.86  0  0  0.63
0  62.54  0.51  0  0  0.49
1  73.90  0.86  0  1  0.76
1  92.95  0.71  0  1  0.80
0  69.02  1.00  0  0  4.58
0  62.54  1.06  0  0  0.63
0  92.56  0.33  0  0  0.99
1  90.98  0.57  0  0  1.26
1  82.53  0.61  0  1  0.65
0  67.44  1.24  0  0  1.13
1  73.90  0.71  0  0  1.30
0  89.33  0.27  0  0  1.67
0  70.67  1.30  0  1  2.30
0  61.05  0.95  0  0  0.70
1  82.58  1.17  0  1  0.91
0  74.25  0.23  0  0  0.73
1  72.67  1.11  0  1  0.76
0  87.33  0.46  0  1  0.63
1  74.25  1.34  0  1  0.99
